ID,Crop,Problem,Weather,Soil_Type,Growth_Stage,Severity,Recommended_Medicine,Medicine_Type,Application_Method,Uses_When_To_Use
5818,Rice,Stem Borer,Rainy,Black Soil,Flowering,Medium,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Record symptoms before action. Use only after field diagnosis.
5819,Rice,Stem Borer,Rainy,Black Soil,Flowering,High,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Inspect the crop regularly. Do not mix without expert advice.
5820,Rice,Stem Borer,Rainy,Black Soil,Flowering,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Record symptoms before action. Rotate modes of action where relevant.
5821,Rice,Stem Borer,Rainy,Black Soil,Fruiting,Low,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Record symptoms before action. Combine with sanitation and scouting.
5822,Rice,Stem Borer,Rainy,Black Soil,Fruiting,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Keep monitoring field conditions. Do not mix without expert advice.
5823,Rice,Stem Borer,Rainy,Black Soil,Fruiting,High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Record symptoms before action. Use only after field diagnosis.
5824,Rice,Stem Borer,Rainy,Black Soil,Fruiting,Very High,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Record symptoms before action. Combine with sanitation and scouting.
5825,Rice,Stem Borer,Rainy,Black Soil,Transplant Recovery,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Keep monitoring field conditions. Follow label instructions and local agricultural guidance.
5826,Rice,Stem Borer,Rainy,Black Soil,Transplant Recovery,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
5827,Rice,Stem Borer,Rainy,Black Soil,Transplant Recovery,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Inspect the crop regularly. Rotate modes of action where relevant.
5828,Rice,Stem Borer,Rainy,Black Soil,Transplant Recovery,Very High,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Inspect the crop regularly. Follow label instructions and local agricultural guidance.
5829,Rice,Stem Borer,Rainy,Black Soil,Pre-harvest,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Inspect the crop regularly. Use only after field diagnosis.
5830,Rice,Stem Borer,Rainy,Black Soil,Pre-harvest,Medium,Pheromone Trap,Monitoring Tool,Spot treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Keep monitoring field conditions. Recheck the crop 3 to 5 days after use.
5831,Rice,Stem Borer,Rainy,Black Soil,Pre-harvest,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Keep monitoring field conditions. Combine with sanitation and scouting.
5832,Rice,Stem Borer,Rainy,Black Soil,Pre-harvest,Very High,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Black soil retains moisture and suits many field crops. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
5833,Rice,Stem Borer,Rainy,Silty,Seedling,Low,Pheromone Trap,Monitoring Tool,Spot treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Inspect the crop regularly. Use only after field diagnosis.
5834,Rice,Stem Borer,Rainy,Silty,Seedling,Medium,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Keep monitoring field conditions. Rotate modes of action where relevant.
5835,Rice,Stem Borer,Rainy,Silty,Seedling,High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Record symptoms before action. Rotate modes of action where relevant.
5836,Rice,Stem Borer,Rainy,Silty,Seedling,Very High,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Inspect the crop regularly. Use only after field diagnosis.
5837,Rice,Stem Borer,Rainy,Silty,Vegetative,Low,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Record symptoms before action. Do not mix without expert advice.
5838,Rice,Stem Borer,Rainy,Silty,Vegetative,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Keep monitoring field conditions. Rotate modes of action where relevant.
5839,Rice,Stem Borer,Rainy,Silty,Vegetative,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
5840,Rice,Stem Borer,Rainy,Silty,Vegetative,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Keep monitoring field conditions. Rotate modes of action where relevant.
5841,Rice,Stem Borer,Rainy,Silty,Flowering,Low,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Inspect the crop regularly. Use only after field diagnosis.
5842,Rice,Stem Borer,Rainy,Silty,Flowering,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Record symptoms before action. Recheck the crop 3 to 5 days after use.
5843,Rice,Stem Borer,Rainy,Silty,Flowering,High,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Keep monitoring field conditions. Do not mix without expert advice.
5844,Rice,Stem Borer,Rainy,Silty,Flowering,Very High,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Keep monitoring field conditions. Follow label instructions and local agricultural guidance.
5845,Rice,Stem Borer,Rainy,Silty,Fruiting,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Inspect the crop regularly. Rotate modes of action where relevant.
5846,Rice,Stem Borer,Rainy,Silty,Fruiting,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Inspect the crop regularly. Rotate modes of action where relevant.
5847,Rice,Stem Borer,Rainy,Silty,Fruiting,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Inspect the crop regularly. Follow label instructions and local agricultural guidance.
5848,Rice,Stem Borer,Rainy,Silty,Fruiting,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Record symptoms before action. Use only after field diagnosis.
5849,Rice,Stem Borer,Rainy,Silty,Transplant Recovery,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Keep monitoring field conditions. Combine with sanitation and scouting.
5850,Rice,Stem Borer,Rainy,Silty,Transplant Recovery,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Record symptoms before action. Recheck the crop 3 to 5 days after use.
5851,Rice,Stem Borer,Rainy,Silty,Transplant Recovery,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Inspect the crop regularly. Use only after field diagnosis.
5852,Rice,Stem Borer,Rainy,Silty,Transplant Recovery,Very High,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Record symptoms before action. Use only after field diagnosis.
5853,Rice,Stem Borer,Rainy,Silty,Pre-harvest,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Keep monitoring field conditions. Rotate modes of action where relevant.
5854,Rice,Stem Borer,Rainy,Silty,Pre-harvest,Medium,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Inspect the crop regularly. Do not mix without expert advice.
5855,Rice,Stem Borer,Rainy,Silty,Pre-harvest,High,Pheromone Trap,Monitoring Tool,Spot treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Keep monitoring field conditions. Rotate modes of action where relevant.
5856,Rice,Stem Borer,Rainy,Silty,Pre-harvest,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Silty soil can be fertile but needs erosion control. Keep monitoring field conditions. Recheck the crop 3 to 5 days after use.
5857,Rice,Stem Borer,Rainy,Well-drained,Seedling,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Keep monitoring field conditions. Rotate modes of action where relevant.
5858,Rice,Stem Borer,Rainy,Well-drained,Seedling,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Record symptoms before action. Recheck the crop 3 to 5 days after use.
5859,Rice,Stem Borer,Rainy,Well-drained,Seedling,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Keep monitoring field conditions. Use only after field diagnosis.
5860,Rice,Stem Borer,Rainy,Well-drained,Seedling,Very High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Inspect the crop regularly. Combine with sanitation and scouting.
5861,Rice,Stem Borer,Rainy,Well-drained,Vegetative,Low,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Inspect the crop regularly. Follow label instructions and local agricultural guidance.
5862,Rice,Stem Borer,Rainy,Well-drained,Vegetative,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Record symptoms before action. Rotate modes of action where relevant.
5863,Rice,Stem Borer,Rainy,Well-drained,Vegetative,High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
5864,Rice,Stem Borer,Rainy,Well-drained,Vegetative,Very High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Record symptoms before action. Recheck the crop 3 to 5 days after use.
5865,Rice,Stem Borer,Rainy,Well-drained,Flowering,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Keep monitoring field conditions. Follow label instructions and local agricultural guidance.
5866,Rice,Stem Borer,Rainy,Well-drained,Flowering,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Record symptoms before action. Use only after field diagnosis.
5867,Rice,Stem Borer,Rainy,Well-drained,Flowering,High,Pheromone Trap,Monitoring Tool,Spot treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Inspect the crop regularly. Rotate modes of action where relevant.
5868,Rice,Stem Borer,Rainy,Well-drained,Flowering,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Record symptoms before action. Follow label instructions and local agricultural guidance.
5869,Rice,Stem Borer,Rainy,Well-drained,Fruiting,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Keep monitoring field conditions. Recheck the crop 3 to 5 days after use.
5870,Rice,Stem Borer,Rainy,Well-drained,Fruiting,Medium,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Record symptoms before action. Do not mix without expert advice.
5871,Rice,Stem Borer,Rainy,Well-drained,Fruiting,High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Keep monitoring field conditions. Rotate modes of action where relevant.
5872,Rice,Stem Borer,Rainy,Well-drained,Fruiting,Very High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Inspect the crop regularly. Combine with sanitation and scouting.
5873,Rice,Stem Borer,Rainy,Well-drained,Transplant Recovery,Low,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Record symptoms before action. Follow label instructions and local agricultural guidance.
5874,Rice,Stem Borer,Rainy,Well-drained,Transplant Recovery,Medium,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Inspect the crop regularly. Do not mix without expert advice.
5875,Rice,Stem Borer,Rainy,Well-drained,Transplant Recovery,High,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Inspect the crop regularly. Use only after field diagnosis.
5876,Rice,Stem Borer,Rainy,Well-drained,Transplant Recovery,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Keep monitoring field conditions. Combine with sanitation and scouting.
5877,Rice,Stem Borer,Rainy,Well-drained,Pre-harvest,Low,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Keep monitoring field conditions. Use only after field diagnosis.
5878,Rice,Stem Borer,Rainy,Well-drained,Pre-harvest,Medium,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Keep monitoring field conditions. Recheck the crop 3 to 5 days after use.
5879,Rice,Stem Borer,Rainy,Well-drained,Pre-harvest,High,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Inspect the crop regularly. Use only after field diagnosis.
5880,Rice,Stem Borer,Rainy,Well-drained,Pre-harvest,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in rainy conditions. Rainy weather can spread fungal and bacterial infections quickly. Well-drained soil reduces root rot risk. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
5881,Rice,Stem Borer,Hot,Sandy,Seedling,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Record symptoms before action. Use only after field diagnosis.
5882,Rice,Stem Borer,Hot,Sandy,Seedling,Medium,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Record symptoms before action. Do not mix without expert advice.
5883,Rice,Stem Borer,Hot,Sandy,Seedling,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Record symptoms before action. Follow label instructions and local agricultural guidance.
5884,Rice,Stem Borer,Hot,Sandy,Seedling,Very High,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Keep monitoring field conditions. Use only after field diagnosis.
5885,Rice,Stem Borer,Hot,Sandy,Vegetative,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Keep monitoring field conditions. Rotate modes of action where relevant.
5886,Rice,Stem Borer,Hot,Sandy,Vegetative,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Keep monitoring field conditions. Do not mix without expert advice.
5887,Rice,Stem Borer,Hot,Sandy,Vegetative,High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Record symptoms before action. Combine with sanitation and scouting.
5888,Rice,Stem Borer,Hot,Sandy,Vegetative,Very High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Inspect the crop regularly. Recheck the crop 3 to 5 days after use.
5889,Rice,Stem Borer,Hot,Sandy,Flowering,Low,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Inspect the crop regularly. Follow label instructions and local agricultural guidance.
5890,Rice,Stem Borer,Hot,Sandy,Flowering,Medium,Pheromone Trap,Monitoring Tool,Broadcast with guidance,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Record symptoms before action. Combine with sanitation and scouting.
5891,Rice,Stem Borer,Hot,Sandy,Flowering,High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Keep monitoring field conditions. Recheck the crop 3 to 5 days after use.
5892,Rice,Stem Borer,Hot,Sandy,Flowering,Very High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Record symptoms before action. Recheck the crop 3 to 5 days after use.
5893,Rice,Stem Borer,Hot,Sandy,Fruiting,Low,Pheromone Trap,Monitoring Tool,Spot treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Record symptoms before action. Follow label instructions and local agricultural guidance.
5894,Rice,Stem Borer,Hot,Sandy,Fruiting,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Inspect the crop regularly. Follow label instructions and local agricultural guidance.
5895,Rice,Stem Borer,Hot,Sandy,Fruiting,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Inspect the crop regularly. Do not mix without expert advice.
5896,Rice,Stem Borer,Hot,Sandy,Fruiting,Very High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Keep monitoring field conditions. Rotate modes of action where relevant.
5897,Rice,Stem Borer,Hot,Sandy,Transplant Recovery,Low,Pheromone Trap,Monitoring Tool,Seed treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Record symptoms before action. Follow label instructions and local agricultural guidance.
5898,Rice,Stem Borer,Hot,Sandy,Transplant Recovery,Medium,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Inspect the crop regularly. Combine with sanitation and scouting.
5899,Rice,Stem Borer,Hot,Sandy,Transplant Recovery,High,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Keep monitoring field conditions. Combine with sanitation and scouting.
5900,Rice,Stem Borer,Hot,Sandy,Transplant Recovery,Very High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Inspect the crop regularly. Follow label instructions and local agricultural guidance.
5901,Rice,Stem Borer,Hot,Sandy,Pre-harvest,Low,Pheromone Trap,Monitoring Tool,Trap-based monitoring,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Record symptoms before action. Recheck the crop 3 to 5 days after use.
5902,Rice,Stem Borer,Hot,Sandy,Pre-harvest,Medium,Pheromone Trap,Monitoring Tool,Drip application,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Inspect the crop regularly. Use only after field diagnosis.
5903,Rice,Stem Borer,Hot,Sandy,Pre-harvest,High,Pheromone Trap,Monitoring Tool,Nursery treatment,Use when borer holes or dead hearts are observed in young crop. This is generally more relevant in hot conditions. Hot weather can increase moisture stress and pest pressure. Sandy soil may need careful moisture management. Inspect the crop regularly. Follow label instructions and local agricultural guidance.
